 longitude      latitude      elevation    fog
  -82.8718567         35.9153557         0.00000000                 1
  -82.8714676         35.9173775         0.00000000                 1
  -82.8398895         35.8816757         0.00000000                 0
  -82.8585052         35.9087296         0.00000000                 1
  -82.8391495         35.8821487         0.00000000                 0
  -82.8554688         35.8352242         0.00000000                 1
  -82.8946991         35.8259544         0.00000000                 0
  -82.8591537         35.8480644         0.00000000                 0
  -82.8728867         35.8338699         0.00000000                 0
  -82.8572998         35.8370857         0.00000000                 1
  -82.8768845         35.9099541         0.00000000                 1
  -82.8616180         35.8481674         0.00000000                 0
  -82.8722534         35.9129639         0.00000000                 1
  -82.8417892         35.8970757         0.00000000                 1
  -82.8706512         35.9116478         0.00000000                 1
  -82.8620377         35.8368797         0.00000000                 1
  -82.8546982         35.8988380         0.00000000                 1
  -82.8737946         35.8212166         0.00000000                 1
  -82.8549500         35.8475761         0.00000000                 0
  -82.9372101         35.8012848         0.00000000                 0
  -82.8370590         35.8646317         0.00000000                 1
  -82.8402863         35.8613625         0.00000000                 1
  -82.8377838         35.8665199         0.00000000                 1
  -82.8959732         35.8301659         0.00000000                 0
  -82.9589233         35.8040276         0.00000000                 0
  -82.8506393         35.8392906         0.00000000                 1
  -82.8260803         35.8835716         0.00000000                 1
  -82.9089127         35.8154869         0.00000000                 1
  -82.8618088         35.8447914         0.00000000                 0
  -82.8461227         35.9025192         0.00000000                 1
  -82.9019012         35.8281250         0.00000000                 0
  -82.8728256         35.9162445         0.00000000                 1
  -82.8657913         35.8338699         0.00000000                 1
  -82.8553238         35.9031563         0.00000000                 1
  -82.8822174         35.8300552         0.00000000                 0
  -82.8401794         35.8630333         0.00000000                 1
  -82.9019165         35.8268051         0.00000000                 0
  -82.8570251         35.8365822         0.00000000                 1
  -82.8537750         35.8992882         0.00000000                 1
  -82.8961868         35.8260117         0.00000000                 0
  -82.8564529         35.8350372         0.00000000                 1
  -82.8529892         35.8498154         0.00000000                 0
  -82.8487320         35.8369331         0.00000000                 1
  -82.8394852         35.8625031         0.00000000                 1
  -82.8568878         35.8377914         0.00000000                 1
  -82.8974457         35.8165436         0.00000000                 1
  -82.8429108         35.8992271         0.00000000                 1
  -82.8711929         35.9055519         0.00000000                 1
  -82.8898926         35.8228798         0.00000000                 1
  -82.8394852         35.8500443         0.00000000                 1
  -82.8499527         35.8372803         0.00000000                 1
  -82.8940735         35.8233147         0.00000000                 0
  -82.9099274         35.8171654         0.00000000                 1
