 longitude      latitude      elevation    fog
  -82.8755341         35.8195114         0.00000000                 1
  -82.8547134         35.8384285         0.00000000                 1
  -82.8410797         35.8574333         0.00000000                 1
  -82.8945999         35.8215141         0.00000000                 1
  -82.9105988         35.8066368         0.00000000                 1
  -82.9347153         35.8011665         0.00000000                 0
  -82.9230499         35.8187828         0.00000000                 0
  -82.8619461         35.8358994         0.00000000                 1
  -82.8497849         35.8425446         0.00000000                 1
  -82.8322830         35.8781891         0.00000000                 1
  -82.8889847         35.8223076         0.00000000                 1
  -82.8642197         35.8308182         0.00000000                 1
  -82.9207458         35.8056908         0.00000000                 1
  -82.8567505         35.8378677         0.00000000                 1
  -82.8396683         35.8533020         0.00000000                 1
  -82.9254227         35.8188744         0.00000000                 0
  -82.9252014         35.8006935         0.00000000                 0
  -82.8456573         35.8400841         0.00000000                 1
  -82.8975983         35.8154221         0.00000000                 1
  -82.8490219         35.8418999         0.00000000                 1
  -82.9356079         35.7918243         0.00000000                 0
  -82.9249496         35.8003769         0.00000000                 0
  -82.9206314         35.7917061         0.00000000                 1
  -82.9435120         35.8154755         0.00000000                 0
  -82.9498596         35.8093147         0.00000000                 0
  -82.9238129         35.8006134         0.00000000                 1
  -82.8989182         35.8165245         0.00000000                 1
  -82.8931427         35.8210831         0.00000000                 1
  -82.8893661         35.8229294         0.00000000                 1
  -82.8363724         35.8737106         0.00000000                 1
  -82.9107437         35.8066292         0.00000000                 1
  -82.9265518         35.7921219         0.00000000                 0
  -82.9124603         35.8167419         0.00000000                 1
  -82.9587250         35.8065872         0.00000000                 0
  -82.8806915         35.8193054         0.00000000                 1
  -82.8930359         35.8217278         0.00000000                 1
  -82.8412857         35.8550491         0.00000000                 1
  -82.9669266         35.8022270         0.00000000                 0
  -82.9478836         35.7955437         0.00000000                 0
  -82.8479843         35.8374138         0.00000000                 1
  -82.8921967         35.8193207         0.00000000                 1
  -82.8419418         35.8587112         0.00000000                 1
  -82.9271622         35.7997169         0.00000000                 0
  -82.8253632         35.8832092         0.00000000                 1
  -82.9206696         35.8057327         0.00000000                 1
  -82.8633652         35.8385391         0.00000000                 1
  -82.9038239         35.8141747         0.00000000                 1
  -82.9327545         35.8171501         0.00000000                 0
  -82.8634796         35.8362961         0.00000000                 1
  -82.8400955         35.8625946         0.00000000                 1
  -82.8416672         35.8577385         0.00000000                 1
  -82.8939133         35.8178482         0.00000000                 1
  -82.9344482         35.7916946         0.00000000                 0
  -82.8773499         35.8180199         0.00000000                 1
  -82.9325485         35.7985878         0.00000000                 0
  -82.8641357         35.8360481         0.00000000                 1
  -82.9271240         35.8189316         0.00000000                 0
  -82.8996353         35.8162041         0.00000000                 1
  -82.8923721         35.8206329         0.00000000                 1
  -82.8672409         35.8271637         0.00000000                 1
  -82.9356232         35.7916260         0.00000000                 0
  -82.8967514         35.8118095         0.00000000                 1
  -82.8414688         35.8615303         0.00000000                 1
  -82.8927460         35.8180428         0.00000000                 1
  -82.9230194         35.8016129         0.00000000                 1
  -82.8358536         35.8678513         0.00000000                 1
  -82.8990479         35.8150063         0.00000000                 1
  -82.8932571         35.8213081         0.00000000                 1
  -82.8616333         35.8346405         0.00000000                 1
  -82.8726044         35.8256836         0.00000000                 1
  -82.8604431         35.8336105         0.00000000                 1
  -82.8785858         35.8199234         0.00000000                 1
  -82.8722229         35.8209991         0.00000000                 1
  -82.8829193         35.8197021         0.00000000                 1
  -82.8500214         35.8381004         0.00000000                 1
  -82.8561401         35.8366394         0.00000000                 1
  -82.8895111         35.8226433         0.00000000                 1
  -82.8500137         35.8369484         0.00000000                 1
  -82.8630066         35.8385315         0.00000000                 1
  -82.9040222         35.8104095         0.00000000                 1
  -82.8389206         35.8668709         0.00000000                 1
  -82.9451065         35.7908783         0.00000000                 0
  -82.8630066         35.8289833         0.00000000                 1
  -82.9656067         35.8021240         0.00000000                 0
  -82.8984451         35.8144531         0.00000000                 1
  -82.8897247         35.8223038         0.00000000                 1
  -82.8643265         35.8302307         0.00000000                 1
  -82.8388214         35.8650284         0.00000000                 1
  -82.8537140         35.8389702         0.00000000                 1
  -82.9278641         35.8190804         0.00000000                 0
  -82.9345016         35.7919960         0.00000000                 0
  -82.9047394         35.8135529         0.00000000                 1
  -82.9485626         35.8071556         0.00000000                 0
  -82.8790436         35.8195419         0.00000000                 1
  -82.9362717         35.8012123         0.00000000                 0
  -82.8421173         35.8500786         0.00000000                 1
  -82.8374481         35.8685341         0.00000000                 1
  -82.8374481         35.8731995         0.00000000                 1
  -82.8652878         35.8284492         0.00000000                 1
  -82.8692703         35.8258896         0.00000000                 1
  -82.9210815         35.8046036         0.00000000                 1
  -82.8593521         35.8367767         0.00000000                 1
  -82.9199371         35.8067665         0.00000000                 1
  -82.9057083         35.8138313         0.00000000                 1
  -82.9563522         35.8112450         0.00000000                 0
  -82.8890839         35.8225441         0.00000000                 1
  -82.8417740         35.8577728         0.00000000                 1
  -82.8641510         35.8383904         0.00000000                 1
  -82.8400879         35.8631287         0.00000000                 1
  -82.8290405         35.8823929         0.00000000                 1
  -82.8723068         35.8255730         0.00000000                 1
  -82.8390961         35.8523483         0.00000000                 1
  -82.9216080         35.8034668         0.00000000                 1
  -82.9504013         35.7920647         0.00000000                 0
  -82.9435272         35.7904930         0.00000000                 0
  -82.9070435         35.8142052         0.00000000                 1
  -82.9067078         35.8139610         0.00000000                 1
  -82.8953247         35.8189697         0.00000000                 1
  -82.8845520         35.8195305         0.00000000                 1
  -82.8432388         35.8466988         0.00000000                 1
  -82.8738480         35.8204041         0.00000000                 1
  -82.8420029         35.8620567         0.00000000                 1
  -82.9284973         35.7924995         0.00000000                 0
  -82.8837509         35.8196449         0.00000000                 1
  -82.9565964         35.8107185         0.00000000                 0
  -82.8927841         35.8209686         0.00000000                 1
  -82.8363724         35.8716240         0.00000000                 1
  -82.8409348         35.8513870         0.00000000                 1
  -82.8361206         35.8740768         0.00000000                 1
  -82.8620300         35.8356285         0.00000000                 1
  -82.8516617         35.8395729         0.00000000                 1
  -82.8599548         35.8367844         0.00000000                 1
  -82.8748398         35.8186913         0.00000000                 1
  -82.8457413         35.8391075         0.00000000                 1
  -82.8316422         35.8753510         0.00000000                 1
  -82.8959732         35.8137970         0.00000000                 1
  -82.9341202         35.7921066         0.00000000                 0
  -82.9134903         35.8092270         0.00000000                 0
  -82.8645477         35.8282127         0.00000000                 1
  -82.8945160         35.8242416         0.00000000                 0
  -82.8404694         35.8503647         0.00000000                 1
  -82.9203568         35.8049393         0.00000000                 1
  -82.8648376         35.8383408         0.00000000                 1
  -82.9644470         35.8073540         0.00000000                 0
  -82.9394836         35.8012428         0.00000000                 0
  -82.8334656         35.8751030         0.00000000                 1
  -82.8638840         35.8304214         0.00000000                 1
  -82.8425980         35.8487816         0.00000000                 1
  -82.9163284         35.8175354         0.00000000                 1
  -82.8917236         35.8210564         0.00000000                 1
  -82.9574280         35.8061943         0.00000000                 0
  -82.9094315         35.8163452         0.00000000                 1
  -82.9308548         35.7989693         0.00000000                 0
  -82.8380508         35.8653183         0.00000000                 1
  -82.8538361         35.8417511         0.00000000                 1
  -82.8435211         35.8409691         0.00000000                 1
  -82.8905258         35.8198395         0.00000000                 1
  -82.8370438         35.8723679         0.00000000                 1
  -82.9252396         35.8007164         0.00000000                 0
  -82.8840637         35.8198128         0.00000000                 1
  -82.9412079         35.7910004         0.00000000                 0
  -82.8568802         35.8386726         0.00000000                 1
  -82.8455658         35.8387260         0.00000000                 1
  -82.8696976         35.8258514         0.00000000                 1
  -82.8624573         35.8295670         0.00000000                 1
  -82.8420258         35.8416672         0.00000000                 1
  -82.8976593         35.8123207         0.00000000                 1
  -82.8353500         35.8710632         0.00000000                 1
  -82.8983536         35.8107910         0.00000000                 1
  -82.8579788         35.8378716         0.00000000                 1
  -82.8733063         35.8333015         0.00000000                 1
  -82.9440231         35.8153801         0.00000000                 0
  -82.8621063         35.8391724         0.00000000                 1
  -82.8609467         35.8331833         0.00000000                 1
  -82.8451767         35.8393517         0.00000000                 1
  -82.8971176         35.8175316         0.00000000                 1
  -82.8623428         35.8354568         0.00000000                 1
  -82.8437576         35.8411598         0.00000000                 1
  -82.8739548         35.8229675         0.00000000                 1
  -82.8570099         35.8368607         0.00000000                 1
  -82.8490295         35.8425636         0.00000000                 1
  -82.9054260         35.8141212         0.00000000                 1
  -82.9358368         35.7918243         0.00000000                 0
  -82.8769608         35.8216515         0.00000000                 1
  -82.9137421         35.8167953         0.00000000                 1
  -82.8884583         35.8228607         0.00000000                 1
  -82.8637009         35.8360596         0.00000000                 1
  -82.8533630         35.8414421         0.00000000                 1
  -82.8964233         35.8161011         0.00000000                 1
  -82.8411789         35.8561554         0.00000000                 1
  -82.8416824         35.8582687         0.00000000                 1
  -82.9046783         35.8120193         0.00000000                 1
  -82.9247437         35.8005867         0.00000000                 0
  -82.8813629         35.8206291         0.00000000                 1
  -82.9272308         35.8188324         0.00000000                 0
  -82.8610458         35.8326797         0.00000000                 1
