 longitude      latitude      elevation    fog
  -82.8451767         35.8993111         0.00000000                 1
  -82.8418503         35.8550377         0.00000000                 1
  -82.8409500         35.8617554         0.00000000                 1
  -82.8810806         35.8203011         0.00000000                 1
  -82.8900986         35.8222275         0.00000000                 1
  -82.8613815         35.8345680         0.00000000                 1
  -82.8628845         35.8330307         0.00000000                 1
  -82.8718262         35.8255234         0.00000000                 1
  -82.8729401         35.8231583         0.00000000                 1
  -82.9036713         35.8129654         0.00000000                 1
  -82.8628540         35.8354034         0.00000000                 1
  -82.8728027         35.8336792         0.00000000                 1
  -82.8475266         35.8370132         0.00000000                 1
  -82.9068069         35.8147850         0.00000000                 1
  -82.8429413         35.8698044         0.00000000                 1
  -82.8787994         35.9124641         0.00000000                 1
  -82.9268646         35.7921410         0.00000000                 0
  -82.8371658         35.8933258         0.00000000                 1
  -82.8732224         35.8249092         0.00000000                 1
  -82.8613434         35.8366318         0.00000000                 1
  -82.8784637         35.9137802         0.00000000                 1
  -82.8298950         35.8904533         0.00000000                 1
  -82.8653030         35.8284225         0.00000000                 1
  -82.8527222         35.9007454         0.00000000                 1
  -82.8753662         35.9152184         0.00000000                 1
  -82.8626633         35.8294487         0.00000000                 1
  -82.8581161         35.9127846         0.00000000                 1
  -82.8745041         35.8188705         0.00000000                 1
  -82.8363571         35.8741074         0.00000000                 1
  -82.8334961         35.8902473         0.00000000                 1
  -82.8414154         35.8559952         0.00000000                 1
  -82.8731003         35.8340492         0.00000000                 0
  -82.8420486         35.8958664         0.00000000                 1
  -82.8594131         35.9038811         0.00000000                 1
  -82.8362656         35.8788147         0.00000000                 1
  -82.8407898         35.8605614         0.00000000                 1
  -82.8314133         35.8790474         0.00000000                 1
  -82.8976669         35.8128242         0.00000000                 1
  -82.9286652         35.8179016         0.00000000                 0
  -82.8900528         35.9199791         0.00000000                 1
  -82.8619690         35.8358612         0.00000000                 1
  -82.8627396         35.8309059         0.00000000                 1
  -82.9346924         35.8166733         0.00000000                 0
  -82.8251114         35.8840752         0.00000000                 1
  -82.8965454         35.8163071         0.00000000                 1
  -82.8601685         35.9095993         0.00000000                 1
  -82.8420868         35.8968391         0.00000000                 1
  -82.8394089         35.8629341         0.00000000                 1
  -82.8637924         35.8305779         0.00000000                 1
  -82.8376312         35.8723259         0.00000000                 1
  -82.9016647         35.8131332         0.00000000                 1
  -82.8415527         35.8547440         0.00000000                 1
  -82.9228592         35.7906876         0.00000000                 0
  -82.9059219         35.8090096         0.00000000                 1
  -82.8725281         35.8331871         0.00000000                 1
  -82.8862991         35.9170036         0.00000000                 1
  -82.8670044         35.8334274         0.00000000                 1
  -82.8406601         35.8565292         0.00000000                 1
  -82.8904114         35.8190002         0.00000000                 1
  -82.8297272         35.8885918         0.00000000                 1
  -82.8857040         35.9147987         0.00000000                 1
  -82.8482132         35.9014015         0.00000000                 1
  -82.8816299         35.8189735         0.00000000                 1
  -82.9132767         35.8093643         0.00000000                 0
  -82.8604660         35.9121666         0.00000000                 1
  -82.8952713         35.8250389         0.00000000                 0
  -82.8618851         35.8434296         0.00000000                 0
  -82.9236679         35.8190117         0.00000000                 0
  -82.9259567         35.8006821         0.00000000                 0
  -82.8629990         35.8342171         0.00000000                 1
  -82.8281631         35.8816185         0.00000000                 1
  -82.9135742         35.8166313         0.00000000                 1
  -82.8356323         35.8722267         0.00000000                 1
  -82.8311005         35.8934097         0.00000000                 1
  -82.8311081         35.8919601         0.00000000                 1
  -82.8793030         35.8185539         0.00000000                 1
  -82.8317032         35.8882141         0.00000000                 1
  -82.8314743         35.8750839         0.00000000                 1
  -82.8619385         35.8433304         0.00000000                 0
  -82.8609314         35.8977966         0.00000000                 1
  -82.8773727         35.8186264         0.00000000                 1
  -82.8591766         35.8378181         0.00000000                 1
  -82.8378220         35.8706589         0.00000000                 1
  -82.8610992         35.8348274         0.00000000                 1
  -82.8852921         35.9171753         0.00000000                 1
  -82.8725739         35.9169502         0.00000000                 1
  -82.8937607         35.8157959         0.00000000                 1
  -82.8295212         35.8806534         0.00000000                 1
  -82.8556595         35.8988724         0.00000000                 1
  -82.8548660         35.8981171         0.00000000                 1
  -82.8502655         35.8375168         0.00000000                 1
  -82.8505249         35.9006577         0.00000000                 1
  -82.9076080         35.8150368         0.00000000                 1
  -82.8731003         35.8195839         0.00000000                 1
  -82.9219284         35.8190155         0.00000000                 0
  -82.8430176         35.8563232         0.00000000                 1
  -82.8491211         35.8417778         0.00000000                 1
  -82.9494705         35.7951927         0.00000000                 0
  -82.8452835         35.8368263         0.00000000                 1
  -82.8361969         35.8790131         0.00000000                 1
  -82.9388351         35.8168144         0.00000000                 0
  -82.8320084         35.8928680         0.00000000                 1
  -82.9232025         35.8190575         0.00000000                 0
  -82.9213333         35.8187714         0.00000000                 0
  -82.8769989         35.8193283         0.00000000                 1
  -82.8547363         35.9051094         0.00000000                 1
  -82.8523407         35.8368797         0.00000000                 1
  -82.8363190         35.8689957         0.00000000                 1
  -82.9016876         35.8126106         0.00000000                 1
  -82.8676834         35.8286743         0.00000000                 1
  -82.8834000         35.9157753         0.00000000                 1
  -82.8319778         35.8930664         0.00000000                 1
  -82.9027481         35.8102913         0.00000000                 1
  -82.8603287         35.8970680         0.00000000                 1
  -82.8951721         35.8184128         0.00000000                 1
  -82.8939590         35.8236885         0.00000000                 1
  -82.9520187         35.7981339         0.00000000                 0
  -82.8421097         35.8466492         0.00000000                 1
  -82.8358917         35.8932037         0.00000000                 1
  -82.8729706         35.8337708         0.00000000                 0
  -82.8360214         35.8959999         0.00000000                 1
  -82.8661652         35.9161453         0.00000000                 1
  -82.8755951         35.8185539         0.00000000                 1
  -82.9048386         35.8125038         0.00000000                 1
  -82.8335419         35.8898621         0.00000000                 1
  -82.8708878         35.9117966         0.00000000                 1
  -82.9595032         35.8096123         0.00000000                 0
  -82.8537598         35.8425064         0.00000000                 0
  -82.8360519         35.8730888         0.00000000                 1
  -82.8456421         35.8984222         0.00000000                 1
  -82.8880997         35.8195572         0.00000000                 1
  -82.8991852         35.8205643         0.00000000                 0
  -82.8453598         35.8991737         0.00000000                 1
